Id_studenta,Imie,Nazwisko,Uczelnia,Miejsce_zam,Rok_studiow,Dochod_na_osobe,,,miasta,
1064,Michalina,Busz,Politechnika Informatyczno-Elektroniczna,Kedzierzyn-Kozle,IV,639,,,Kedzierzyn-Kozle,
1065,Mateusz,Mrusz,Politechnika Informatyczno-Elektroniczna,Szczekociny,II,1808,,,Szczekociny,
1066,Artur,Wolicz,Uniwersytet Krolewski,Tarnobrzeg,I,2893,,,Tarnobrzeg,
1067,Zygmunt,Czajkowski,Politechnika Krolewska,Istebna,II,2861,,,Istebna,
1068,Adam,Babecki,Uniwersytet Rolniczy,Strzelce Opolskie,I,2536,,,Strzelce Opolskie,
1069,Patryk,Sowa,Uniwersytet Krolewski,Katowice,IV,2922,,,Katowice,
1070,Barbara,Czarnecka,Politechnika Informatyczno-Elektroniczna,Przemysl,V,2940,,,Przemysl,
1071,Karolina,Biegajczyk,Politechnika Informatyczno-Elektroniczna,Glucholazy,I,2054,,,Glucholazy,
1072,Kajetan,Kuzon,Politechnika Informatyczno-Elektroniczna,Legionowo,I,1249,,,Legionowo,
1073,Kamil,Bajer,Akademia Sztuk Pieknych,Nysa,I,3074,,,Nysa,
1074,Jakub,Kucharczyk,Politechnika Krolewska,Myslowice,I,2404,,,Myslowice,
1075,Rafal,Turowski,Uniwersytet Krolewski,Pszczyna,III,1908,,,Pszczyna,
1076,Witold,Muraszkowski,Politechnika Informatyczno-Elektroniczna,Mikolow,II,1357,,,Mikolow,
1077,Waclawa,Henka,Politechnika Informatyczno-Elektroniczna,Zywiec,III,799,,,Zywiec,
1078,Janusz,Sekula,Politechnika Informatyczno-Elektroniczna,Mikolow,I,850,,,Mikolow,
1079,Dariusz,Barcinski,Uniwersytet Krolewski,Konin,II,1115,,,Konin,
1080,Jerzy,Obornicki,Politechnika Informatyczno-Elektroniczna,Krzeszowice,I,2015,,,Krzeszowice,
1081,Katarzyna,Hohenberg,Politechnika Informatyczno-Elektroniczna,Wegorzewo,I,1653,,,Wegorzewo,
1082,Grzegorz,Wroclawski,Uniwersytet Krolewski,Ogrodzieniec,IV,1899,,,Ogrodzieniec,
1083,Anna,Kubiak,Politechnika Informatyczno-Elektroniczna,Chorzow,I,3222,,,Chorzow,
1084,Adam,Kalka,Politechnika Informatyczno-Elektroniczna,Rybnik,I,427,,,Rybnik,
1085,Andrzej,Blasik,Politechnika Informatyczno-Elektroniczna,Miechow,I,2289,,,Miechow,
1086,Kuba,Sonarska,Politechnika Informatyczno-Elektroniczna,Ruda Slaska,II,966,,,Ruda Slaska,
1087,Henryk,Macutkiewicz,Uniwersytet Sportu i Turystyki,Myslowice,III,2086,,,Myslowice,
1088,Irmina,Kilen,Politechnika Krolewska,Krosno,I,1985,,,Krosno,
1089,Malgorzata,Pietrzyk,Politechnika Krolewska,Ledziny,I,3243,,,Ledziny,
1090,Kazimiera,Sobiecka,Politechnika Informatyczno-Elektroniczna,Ustron,I,1402,,,Ustron,
1091,Rafal,Wierzbicki,Akademia Sztuk Pieknych,Katowice,I,2823,,,Katowice,
1092,Anna,Witek,Uniwersytet Rolniczy,Ruda Slaska,I,2729,,,Ruda Slaska,
1093,Martyna,Lamorska,Uniwersytet Pedagogiczny,Wisla,I,740,,,Wisla,
1094,Elzbieta,Matczak,Politechnika Informatyczno-Elektroniczna,Katowice,V,1528,,,Katowice,
1095,Lucyna,Wojciechowska,Politechnika Krolewska,Tarnowskie Gory,III,2806,,,Tarnowskie Gory,
1096,Dorota,Chenowska,Politechnika Krolewska,Nowy Targ,I,2956,,,Nowy Targ,
1097,Juliusz,Piechocki,Uniwersytet Krolewski,Glubczyce,IV,3134,,,Glubczyce,
1098,Zbigniew,Stypula,Uniwersytet Krolewski,Elk,I,1878,,,Elk,
1099,Maciej,Rojkiewicz,Politechnika Krolewska,Ogrodzieniec,I,2143,,,Ogrodzieniec,
1100,Agnieszka,Kaczmarczyk,Uniwersytet Sportu i Turystyki,Sosnowiec,I,2348,,,Sosnowiec,
1101,Barbara,Swiegoda,Uniwersytet Krolewski,Katowice,I,2919,,,Katowice,
1102,Natasza,Duda,Uniwersytet Sportu i Turystyki,Sopot,III,2125,,,Sopot,
1103,Elzbieta,Matuszewska,Politechnika Informatyczno-Elektroniczna,Limanowa,I,1140,,,Limanowa,
1104,Anna,Stefanska,Politechnika Informatyczno-Elektroniczna,Slawkow,I,2185,,,Slawkow,
1105,Franciszek,Bartoszek,Politechnika Krolewska,Rzeszow,I,1232,,,Rzeszow,
1106,Marta,Arast,Uniwersytet Krolewski,Zory,I,1470,,,Zory,
1107,Maria,Chojnacka,Uniwersytet Ekonomiczny,Barlinek,I,1239,,,Barlinek,
1108,Wojciech,Gorski,Politechnika Informatyczno-Elektroniczna,Sieradz,III,2548,,,Sieradz,
1109,Lucyna,Sokolowska,Akademia Sztuk Pieknych,Tworog,V,2832,,,Tworog,
1110,Bronislaw,Wozniak,Uniwersytet Krolewski,Strzelce Opolskie,I,2796,,,Strzelce Opolskie,
1111,Angelika,Mrozek,Politechnika Krolewska,Tarnow,IV,2291,,,Tarnow,
1112,Edward,Malinowski,Politechnika Krolewska,Trzebinia,I,3265,,,Trzebinia,
1113,Izabella,Beniowska,Politechnika Krolewska,Gdansk,I,3322,,,Gdansk,
1114,Aneta,Basista,Uniwersytet Krolewski,Piotrkow Trybunalski,I,2579,,,Piotrkow Trybunalski,
1115,Agata,Altman,Uniwersytet Krolewski,Jaslo,I,2584,,,Jaslo,
1116,Adelajda,Nucinska,Politechnika Informatyczno-Elektroniczna,Tarnow,V,1289,,,Tarnow,
1117,Witold,Mus,Uniwersytet Krolewski,Deblin,V,1912,,,Deblin,
1118,Przemyslaw,Lipert,Politechnika Informatyczno-Elektroniczna,Lubliniec,II,1929,,,Lubliniec,
1119,Adam,Beben,Politechnika Informatyczno-Elektroniczna,Kobylin,I,2162,,,Kobylin,
1120,Roksana,Kajka,Politechnika Informatyczno-Elektroniczna,Kogutek,II,2036,,,Kogutek,
1121,Dominika,Pudlowicz,Politechnika Informatyczno-Elektroniczna,Katowice,I,2824,,,Katowice,
1122,Aleksy,Rebacz,Uniwersytet Krolewski,Bialystok,I,2784,,,Bialystok,
1123,Zygfryd,Klimczyk,Uniwersytet Krolewski,Olkusz,I,1955,,,Olkusz,
1124,Boguslawa,Ostrowska,Uniwersytet Krolewski,Tarnowskie Gory,V,2466,,,Tarnowskie Gory,
1125,Celina,Bekasiewicz,Uniwersytet Rolniczy,Jaslo,I,1526,,,Jaslo,
1126,Marcin,Pawlowski,Politechnika Krolewska,Ruda Slaska,II,2438,,,Ruda Slaska,
1127,Elzbieta,Czwartek,Politechnika Krolewska,Chorzow,I,2846,,,Chorzow,
1128,Jan,Bialek,Politechnika Informatyczno-Elektroniczna,Miechow,I,1686,,,Miechow,
1129,Robert,Zalesiak,Politechnika Krolewska,Kobylin-Borzymy,I,1115,,,Kobylin-Borzymy,
1130,Adrianna,Wojtczak,Uniwersytet Ekonomiczny,Kruszwica,I,2847,,,Kruszwica,
1131,Aniela,Dymek,Uniwersytet Pedagogiczny,Trzebinia,IV,2207,,,Trzebinia,
1132,Marek,Zawodnik,Politechnika Krolewska,Katowice,I,3294,,,Katowice,
1133,Antoni,Kaber,Uniwersytet Krolewski,Ogrodzieniec,I,2522,,,Ogrodzieniec,
1134,Grzegorz,Serocki,Politechnika Krolewska,Pila,I,2664,,,Pila,
1135,Iwona,Kedrak,Politechnika Informatyczno-Elektroniczna,Jezewo,III,3062,,,Jezewo,
1136,Tomasz,Janowski,Uniwersytet Pedagogiczny,Trzebinia,II,2163,,,Trzebinia,
1137,Izabella,Chorzowik,Politechnika Informatyczno-Elektroniczna,Mikolow,I,2409,,,Mikolow,
1138,Stanislaw,Zelazko,Politechnika Informatyczno-Elektroniczna,Lubliniec,V,1363,,,Lubliniec,
1139,Karolina,Wozniakiewicz,Politechnika Informatyczno-Elektroniczna,Wisla,I,2909,,,Wisla,
1140,Wioletta,Zawadzka,Politechnika Informatyczno-Elektroniczna,Wadowice,II,2254,,,Wadowice,
1141,Danuta,Jachimowicz,Uniwersytet Krolewski,Gorzow Wielkopolski,I,705,,,Gorzow Wielkopolski,
1142,Hanna,Bidowska,Politechnika Informatyczno-Elektroniczna,Wojkowice,I,2551,,,Wojkowice,
1143,Magdalena,Klekowska,Uniwersytet Krolewski,Zakopane,I,2511,,,Zakopane,
1144,Anna,Michajlow,Uniwersytet Krolewski,Krasnik,I,2312,,,Krasnik,
1145,Bartosz,Tomaszewski,Politechnika Krolewska,Wisla,II,1511,,,Wisla,
1146,Filip,Zukowski,Politechnika Informatyczno-Elektroniczna,Ruda Slaska,I,1740,,,Ruda Slaska,
1147,Jadwiga,Graniecka,Politechnika Informatyczno-Elektroniczna,Strzelce Opolskie,I,1499,,,Strzelce Opolskie,
1148,Dorota,Kozikowska,Politechnika Krolewska,Swieradow-Zdroj,I,2928,,,Swieradow-Zdroj,
1149,Mariusz,Adamowiczek,Politechnika Informatyczno-Elektroniczna,Glucholazy,I,2393,,,Glucholazy,
1150,Marta,Berakowska,Uniwersytet Ekonomiczny,Szczekociny,I,1850,,,Szczekociny,
1151,Kacper,Sokolowski,Uniwersytet Krolewski,Lublin,II,1241,,,Lublin,
1152,Janusz,Sapek,Politechnika Krolewska,Nowy Targ,II,1160,,,Nowy Targ,
1153,Zofia,Glapa,Uniwersytet Krolewski,Zawiercie,I,600,,,Zawiercie,
1154,Aleksandra,Koszewska,Uniwersytet Krolewski,Katowice,I,700,,,Katowice,
1155,Jadwiga,Chaberow,Politechnika Informatyczno-Elektroniczna,Medyka,I,2396,,,Medyka,
1156,Tomasz,Gates,Uniwersytet Rolniczy,Alwernia,II,1421,,,Alwernia,
1157,Wiktoria,Wieczorek,Uniwersytet Krolewski,Tychy,V,2186,,,Tychy,
1158,Patrycja,Borna,Uniwersytet Krolewski,Zambrow,II,1500,,,Zambrow,
1159,Szymon,Brandys,Politechnika Informatyczno-Elektroniczna,Koniakow,II,2119,,,Koniakow,
1160,Michal,Zwierzynski,Uniwersytet Krolewski,Inowroclaw,I,1370,,,Inowroclaw,
1161,Dyta,Nowakowska,Politechnika Informatyczno-Elektroniczna,Prudnik,V,1435,,,Prudnik,
1162,Anna,Sabat,Uniwersytet Krolewski,Sosnicowice,I,1223,,,Sosnicowice,
1163,Beata,Gajewska,Uniwersytet Krolewski,Jejkowice,I,455,,,Jejkowice,
1164,Michal,Kupiec,Uniwersytet Krolewski,Alwernia,II,936,,,Alwernia,
1165,Elzbieta,Lubanska,Akademia Sztuk Pieknych,Lubaczow,I,2715,,,Lubaczow,
1166,Dariusz,Konczak,Politechnika Informatyczno-Elektroniczna,Limanowa,I,2351,,,Limanowa,
1167,Stefan,Blazejczyk,Uniwersytet Krolewski,Jaworzynka,II,1799,,,Jaworzynka,
1168,Malgorzata,Zielinska,Uniwersytet Krolewski,Oswiecim,V,1345,,,Oswiecim,
1169,Julia,Adamiak,Politechnika Informatyczno-Elektroniczna,Bedzin,I,2254,,,Bedzin,
1170,Michal,Bujak,Uniwersytet Krolewski,Tarnow,I,1454,,,Tarnow,
1171,Stefan,Lipski,Uniwersytet Krolewski,Oswiecim,II,2529,,,Oswiecim,
1172,Krzysztof,Wachowicz,Politechnika Krolewska,Deblin,I,1928,,,Deblin,
1173,Seweryn,Kubica,Uniwersytet Rolniczy,Zakopane,II,2831,,,Zakopane,
1174,Kamil,Wojcicki,Uniwersytet Krolewski,Deblin,III,1354,,,Deblin,
1175,Tomasz,Aniol,Uniwersytet Pedagogiczny,Siemianowice Slaskie,II,1824,,,Siemianowice Slaskie,
1176,Judyta,Krawiec,Uniwersytet Krolewski,Rogoznik,V,2911,,,Rogoznik,
1177,Wojciech,Mielczarek,Politechnika Informatyczno-Elektroniczna,Mikolow,III,1485,,,Mikolow,
1178,Malgorzata,Janiszewska,Politechnika Krolewska,Ustron,II,3127,,,Ustron,
1179,Ewa,Pawluk,Akademia Sztuk Pieknych,Walbrzych,I,3218,,,Walbrzych,
1180,Izabella,Olszewska,Uniwersytet Sportu i Turystyki,Opole,I,2183,,,Opole,
1181,Wojciech,Bartus,Politechnika Informatyczno-Elektroniczna,Rzeszow,I,1185,,,Rzeszow,
1182,Borys,Krolikiewicz,Uniwersytet Krolewski,Przemysl,I,2506,,,Przemysl,
1183,Anna,Dziwak,Politechnika Informatyczno-Elektroniczna,Raciborz,I,2519,,,Raciborz,
1184,Monika,Nocun,Politechnika Informatyczno-Elektroniczna,Rybnik,I,1744,,,Rybnik,
1185,Jolanta,Dworek,Uniwersytet Pedagogiczny,Pulawy,I,2126,,,Pulawy,
1186,Marcin,Rusin,Politechnika Krolewska,Oswiecim,IV,2578,,,Oswiecim,
1187,Rafal,Eminowicz,Politechnika Informatyczno-Elektroniczna,Nysa,IV,2555,,,Nysa,
1188,Wiga,Debska,Politechnika Krolewska,Ledziny,II,523,,,Ledziny,
1189,Zbigniew,Adamczyk,Politechnika Informatyczno-Elektroniczna,Walbrzych,III,2121,,,Walbrzych,
1190,Stanislaw,Pigulski,Politechnika Krolewska,Medyka,II,1340,,,Medyka,
1191,Kinga,Pisarska,Uniwersytet Sportu i Turystyki,Jejkowice,I,2716,,,Jejkowice,
1192,Wojciech,Jagodzinski,Uniwersytet Krolewski,Limanowa,V,818,,,Limanowa,
1193,Marcin,Cwikowski,Uniwersytet Krolewski,Tarnow,III,1144,,,Tarnow,
1194,Witold,Czarnecki,Akademia Sztuk Pieknych,Kedzierzyn-Kozle,II,3010,,,Kedzierzyn-Kozle,
1195,Ewa,Szczublewska,Politechnika Informatyczno-Elektroniczna,Dobieszowice,I,420,,,Dobieszowice,
1196,Celina,Tomaszewska,Uniwersytet Krolewski,Tarnowskie Gory,V,872,,,Tarnowskie Gory,
1197,Robert,Oleszko,Uniwersytet Krolewski,Chelm,III,1922,,,Chelm,
1198,Alicja,Kwasniak,Politechnika Krolewska,Barwinek,V,1860,,,Barwinek,
1199,Ewa,Wasiak,Politechnika Informatyczno-Elektroniczna,Zory,I,2653,,,Zory,
1200,Jakub,Szczepanski,Uniwersytet Krolewski,Klomnice,I,1120,,,Klomnice,
1201,Julita,Burza,Uniwersytet Krolewski,Katowice,II,882,,,Katowice,
1202,Anna,Szendzielorz,Politechnika Krolewska,Walce,I,2403,,,Walce,
1203,Grzegorz,Misiek,Uniwersytet Krolewski,Gieraltowice,III,3156,,,Gieraltowice,
1204,Rafal,Szkwarek,Politechnika Krolewska,Lubliniec,IV,2859,,,Lubliniec,
1205,Agnieszka,Malicka,Politechnika Informatyczno-Elektroniczna,Istebna,I,644,,,Istebna,
1206,Anna,Milewska,Politechnika Krolewska,Tarnow,I,1430,,,Tarnow,
1207,Mikolaj,Hejdysz,Politechnika Krolewska,Sosnicowice,I,1373,,,Sosnicowice,
1208,Maciej,Skoczylas,Politechnika Informatyczno-Elektroniczna,Mikolow,I,1809,,,Mikolow,
1209,Tomasz,Szymik,Uniwersytet Krolewski,Jejkowice,V,2629,,,Jejkowice,
1210,Anastazja,Haszczyc,Uniwersytet Krolewski,Jaslo,IV,2724,,,Jaslo,
1211,Klaudiusz,Sokolowski,Uniwersytet Rolniczy,Bytom,III,1207,,,Bytom,
1212,Dorota,Szymanek,Uniwersytet Krolewski,Ogrodzieniec,I,1364,,,Ogrodzieniec,
1213,Maja,Jedrzejczyk,Politechnika Informatyczno-Elektroniczna,Jaslo,I,838,,,Jaslo,
1214,Tomasz,Adamiecki,Akademia Sztuk Pieknych,Glucholazy,II,661,,,Glucholazy,
1215,Dominik,Rolla,Uniwersytet Krolewski,Gryfice,I,3078,,,Gryfice,
1216,Beata,Podlaska,Politechnika Informatyczno-Elektroniczna,Katowice,I,354,,,Katowice,
1217,Boguslaw,Olszewski,Politechnika Informatyczno-Elektroniczna,Chelm,II,1256,,,Chelm,
1218,Alicja,Strojna,Politechnika Informatyczno-Elektroniczna,Bedzin,I,2838,,,Bedzin,
1219,Anna,Konieczna,Uniwersytet Pedagogiczny,Wroclaw,III,992,,,Wroclaw,
1220,Jadwiga,Przybylska,Uniwersytet Krolewski,Sosnicowice,I,2199,,,Sosnicowice,
1221,Adrian,Banaszczyk,Uniwersytet Krolewski,Julianka,I,697,,,Julianka,
1222,Anna,Mikocka,Politechnika Informatyczno-Elektroniczna,Siedlce,II,1680,,,Siedlce,
1223,Karol,Abramczyk,Politechnika Informatyczno-Elektroniczna,Sosnowiec,I,2638,,,Sosnowiec,
1224,Anna,Miecznikowska,Wyzsza Szko�a Techniczna,Rzeszow,V,955,,,Rzeszow,
1225,Beata,Ciechanowicz,Uniwersytet Ekonomiczny,Nowy Targ,V,1778,,,Nowy Targ,
1226,Anna,Kaminska,Politechnika Krolewska,Bozewo,IV,1960,,,Bozewo,
1227,Piotr,Jaworski,Politechnika Informatyczno-Elektroniczna,Pyrzowice,I,2303,,,Pyrzowice,
1228,Daniel,Felinski,Politechnika Informatyczno-Elektroniczna,Sosnowiec,I,2268,,,Sosnowiec,
1229,Natalia,Sobolewska,Politechnika Krolewska,Jedrzejow,I,2408,,,Jedrzejow,
1230,Tomasz,Wozniak,Politechnika Informatyczno-Elektroniczna,Slawkow,III,1695,,,Slawkow,
1231,Zofia,Sikora,Uniwersytet Krolewski,Glucholazy,II,1866,,,Glucholazy,
1232,Helena,Bliszczyk,Politechnika Informatyczno-Elektroniczna,Miechow,I,2104,,,Miechow,
1233,Kacper,Klimka,Uniwersytet Ekonomiczny,Witonia,IV,2072,,,Witonia,
1234,Ewelia,Basiak,Politechnika Krolewska,Siewierz,I,1994,,,Siewierz,
1235,Piotr,Nowak ,Politechnika Krolewska,Tarnobrzeg,II,3039,,,Tarnobrzeg,
1236,Ewa,Biel,Politechnika Krolewska,Ledziny,I,2416,,,Ledziny,
1237,Dominik,Balik,Politechnika Informatyczno-Elektroniczna,Kedzierzyn-Kozle,II,1068,,,Kedzierzyn-Kozle,
1238,Marcin,Kowalski,Uniwersytet Krolewski,Szczyrk,V,3197,,,Szczyrk,
1239,Izaak,Gawron,Uniwersytet Krolewski,Tworog,I,1231,,,Tworog,
1240,Michal,Piwonski,Uniwersytet Krolewski,Lubliniec,I,2417,,,Lubliniec,
1241,Joanna,Nowak,Uniwersytet Rolniczy,Dobre Miasto,I,2178,,,Dobre Miasto,
1242,Ewa,Niewiarowska,Uniwersytet Krolewski,Rzeszow,I,2722,,,Rzeszow,
1243,Walenty,Rutkowski,Uniwersytet Krolewski,Wadowice,IV,890,,,Wadowice,
1244,Roman,Jarosz,Uniwersytet Rolniczy,Kepice,III,2129,,,Kepice,
1245,Lukasz,Kotala,Politechnika Krolewska,Koscian,II,653,,,Koscian,
1246,Bartlomiej,Konny,Uniwersytet Krolewski,Chelm,IV,2964,,,Chelm,
1247,Janina,Giza,Politechnika Informatyczno-Elektroniczna,Kedzierzyn-Kozle,I,3335,,,Kedzierzyn-Kozle,
1248,Dorota,Chojnacka,Politechnika Informatyczno-Elektroniczna,Lubliniec,III,2107,,,Lubliniec,
1249,Bogdan,Nowakowski,Politechnika Krolewska,Zabrze,I,1290,,,Zabrze,
1250,Pawel,Krol,Politechnika Krolewska,Wodzislaw Slaski,V,1109,,,Wodzislaw Slaski,
1251,Henryk,Walczak,Politechnika Krolewska,Szczekociny,III,3035,,,Szczekociny,
1252,Stefan,Tomkow,Uniwersytet Krolewski,Rybnik,II,3197,,,Rybnik,
1253,Ireneusz,Banaszkiewicz,Uniwersytet Sportu i Turystyki,Gieraltowice,I,1251,,,Gieraltowice,
1254,Zofia,Gala,Politechnika Krolewska,Zawiercie,II,2861,,,Zawiercie,
1255,Juliusz,Linek,Politechnika Informatyczno-Elektroniczna,Kleszczow,I,1244,,,Kleszczow,
1256,Franciszek,Kosiorowski,Uniwersytet Krolewski,Nowy Sacz,III,1470,,,Nowy Sacz,
1257,Anna,Sobol,Politechnika Informatyczno-Elektroniczna,Kuznia Raciborska,I,1204,,,Kuznia Raciborska,
1258,Dariusz,Reszczynski,Politechnika Informatyczno-Elektroniczna,Nysa,I,1048,,,Nysa,
1259,Karol,Furmanik,Uniwersytet Rolniczy,Rzeszow,I,2387,,,Rzeszow,
1260,Krystian,Pieniak,Politechnika Informatyczno-Elektroniczna,Siemianowice Slaskie,I,1949,,,Siemianowice Slaskie,
1261,Wladyslaw,Olcha,Uniwersytet Krolewski,Torun,III,1117,,,Torun,
1262,Aleksandra,Majewska,Politechnika Krolewska,Nowy Targ,I,2206,,,Nowy Targ,
1263,Jan,Kowalewicz,Uniwersytet Krolewski,Zabrodzie,I,2283,,,Zabrodzie,
1264,Krystyna,Barszczyk,Politechnika Informatyczno-Elektroniczna,Sucha Beskidzka,I,2407,,,Sucha Beskidzka,
1265,Lidia,Juzak,Politechnika Informatyczno-Elektroniczna,Sosnicowice,III,1073,,,Sosnicowice,
1266,Joanna,Bilska,Politechnika Krolewska,Kedzierzyn-Kozle,I,2807,,,Kedzierzyn-Kozle,
1267,Maciej,Cisasny,Politechnika Krolewska,Pyrzowice,II,1739,,,Pyrzowice,
1268,Malwina,Manna,Politechnika Krolewska,Gliwice,III,3161,,,Gliwice,
1269,Monika,Antoszewska,Politechnika Informatyczno-Elektroniczna,Zamosc,I,2847,,,Zamosc,
1270,Andrzej,Konik,Politechnika Informatyczno-Elektroniczna,Oswiecim,IV,1498,,,Oswiecim,
1271,Rafal,Kucharski,Wyzsza Szko�a Techniczna,Tychy,II,1345,,,Tychy,
1272,Natalia,Rybinska,Politechnika Informatyczno-Elektroniczna,Lubliniec,I,2872,,,Lubliniec,
1273,Zygmunt,Jablonski,Politechnika Krolewska,Sanok,IV,1185,,,Sanok,
1274,Jolanta,Tomczak,Akademia Sztuk Pieknych,Strzelce Opolskie,I,3335,,,Strzelce Opolskie,
1275,Andrzej,Kononowicz,Politechnika Krolewska,Kogutek,IV,2730,,,Kogutek,
1276,Zygmunt,Szczygielski,Politechnika Informatyczno-Elektroniczna,Naleczow,II,2500,,,Naleczow,
1277,Karolina,Michalec,Uniwersytet Krolewski,Jaslo,I,2797,,,Jaslo,
1278,Marcin,Bydgoski,Politechnika Informatyczno-Elektroniczna,Bochnia,I,578,,,Bochnia,
1279,Irena,Banaczek,Politechnika Krolewska,Ruda Slaska,I,3085,,,Ruda Slaska,
1280,Adam,Bodny,Politechnika Informatyczno-Elektroniczna,Rzeszow,IV,1207,,,Rzeszow,
1281,Michal,Krzysztofinski,Uniwersytet Krolewski,Slawkow,V,2642,,,Slawkow,
1282,Borys,Zimnowoda,Politechnika Informatyczno-Elektroniczna,Katowice,I,1058,,,Katowice,
1283,Tadeusz,Sadowski,Uniwersytet Krolewski,Cieszyn,II,1003,,,Cieszyn,
1284,Paulina,Chaberek,Politechnika Krolewska,Swinoujscie,I,2806,,,Swinoujscie,
1285,Izabella,Wlodarczak,Politechnika Informatyczno-Elektroniczna,Bielsko - Biala,I,1069,,,Bielsko - Biala,
1286,Anna,Potocka,Uniwersytet Rolniczy,Zakopane,I,1593,,,Zakopane,
1287,Jedrzej,Kurzawinskai,Uniwersytet Krolewski,Jaslo,V,3296,,,Jaslo,
1288,Roksana,Sokolowska,Politechnika Informatyczno-Elektroniczna,Tychy,V,2430,,,Tychy,
1289,Malgorzata,Albert,Uniwersytet Krolewski,Szczekociny,I,440,,,Szczekociny,
1290,Sabina,Krakowiak,Uniwersytet Krolewski,Lazy,II,2800,,,Lazy,
1291,Tadeusz,Terlecki,Uniwersytet Krolewski,Tarnobrzeg,II,546,,,Tarnobrzeg,
1292,Lech,Smolarz,Uniwersytet Krolewski,Oborniki,I,1255,,,Oborniki,
1293,Jacek,Huzar,Wyzsza Szko�a Techniczna,Chorzow,V,1559,,,Chorzow,
1294,Izabella,Wreczycka,Uniwersytet Rolniczy,Nowy Sacz,V,1873,,,Nowy Sacz,
1295,Dariusz,Kratka,Politechnika Krolewska,Jastrzebie-Zdroj,I,2509,,,Jastrzebie-Zdroj,
1296,Krystyna,Charkow,Politechnika Krolewska,Koniakow,I,398,,,Koniakow,
1297,Ewelina,Korczak,Uniwersytet Krolewski,Wodzislaw Slaski,I,2906,,,Wodzislaw Slaski,
1298,Mikolaj,Szala,Akademia Sztuk Pieknych,Tarnobrzeg,I,2325,,,Tarnobrzeg,
1299,Dorota,Boszcz,Uniwersytet Krolewski,Bielsko - Biala,I,2162,,,Bielsko - Biala,
1300,Edmund,Malborski,Uniwersytet Rolniczy,Rzeszow,I,681,,,Rzeszow,
1301,Michalina,Mol,Politechnika Informatyczno-Elektroniczna,Naleczow,IV,2081,,,Naleczow,
1302,Marcin,Wolak,Politechnika Informatyczno-Elektroniczna,Ruda Slaska,II,775,,,Ruda Slaska,
1303,Gorzegorz,Turek,Uniwersytet Krolewski,Czestochowa,I,2498,,,Czestochowa,
1304,Alicja,Kwiecinska,Politechnika Informatyczno-Elektroniczna,Kedzierzyn-Kozle,I,632,,,Kedzierzyn-Kozle,
1305,Alfred,Babalewski,Politechnika Informatyczno-Elektroniczna,Bytom,I,2451,,,Bytom,
1306,Matylda,Marzec,Uniwersytet Krolewski,Kuznia Raciborska,II,2995,,,Kuznia Raciborska,
1307,Rafal,Ramotowski,Politechnika Informatyczno-Elektroniczna,Strzelce Opolskie,IV,861,,,Strzelce Opolskie,
1308,Kinga,Pogoda,Politechnika Informatyczno-Elektroniczna,Gliwice,I,3213,,,Gliwice,
1309,Kamil,Sokolowski,Uniwersytet Krolewski,Cieszyn,V,1845,,,Cieszyn,
1310,Andrzej,Barabuk,Uniwersytet Ekonomiczny,Chorzow,I,1227,,,Chorzow,
1311,Agnieszka,Kapuscinska,Politechnika Krolewska,Nowy Targ,II,2227,,,Nowy Targ,
1312,Edmund,Salezy,Uniwersytet Krolewski,Rajcza,I,990,,,Rajcza,
1313,Ryszard,Baranek,Uniwersytet Krolewski,Ogrodniki,I,1047,,,Ogrodniki,
1314,Tomasz,Krolikiewicz,Politechnika Informatyczno-Elektroniczna,Myslowice,III,2856,,,Myslowice,
1315,Wiktor,Holynski,Politechnika Informatyczno-Elektroniczna,Siemianowice Slaskie,V,2522,,,Siemianowice Slaskie,
1316,Kazimierz,Celejewski,Politechnika Informatyczno-Elektroniczna,Wisla,I,568,,,Wisla,
1317,Jaroslaw,Szturc,Politechnika Krolewska,Raciborz,I,3131,,,Raciborz,
1318,Kamil,Klimintowicz,Uniwersytet Krolewski,Chyzne,III,2101,,,Chyzne,
1319,Jerzy,Zambrowicz,Politechnika Informatyczno-Elektroniczna,Kety,I,515,,,Kety,
1320,Jakub,Magielewski,Politechnika Informatyczno-Elektroniczna,Sieradz,I,3116,,,Sieradz,
1321,Adrian,Misztal,Uniwersytet Krolewski,Oswiecim,I,3349,,,Oswiecim,
1322,Maciej,Babicz,Uniwersytet Krolewski,Ustron,IV,1645,,,Ustron,
1323,Barbara,Barska,Uniwersytet Krolewski,Ogrodzieniec,IV,1047,,,Ogrodzieniec,
1324,Krystyna,Boss,Uniwersytet Krolewski,Brzesko,I,3040,,,Brzesko,
1325,Tomasz,Hubisz,Uniwersytet Krolewski,Pyrzowice,I,1470,,,Pyrzowice,
1326,Eleonora,Gregoruk,Uniwersytet Krolewski,Rybnik,I,1150,,,Rybnik,
1327,Zbigniew,Rodek,Uniwersytet Pedagogiczny,Ruda Slaska,II,1357,,,Ruda Slaska,
1328,Wlodzislaw,Wojtowicz,Politechnika Krolewska,Katowice,V,807,,,Katowice,
1329,Marek,Liderski,Uniwersytet Sportu i Turystyki,Swietochlowice,I,2536,,,Swietochlowice,
1330,Zofia,Nowak ,Uniwersytet Krolewski,Pyrzowice,I,434,,,Pyrzowice,
1331,Karol,Banach,Uniwersytet Krolewski,Wojkowice,I,2840,,,Wojkowice,
1332,Franciszek,Dziedzic,Uniwersytet Krolewski,Walce,I,2312,,,Walce,
